16811516|-250.963|3776|278.035|-6528|-3164.03|-256.019
16781436|8704|7424|257.618|-7680|-6144|-768
16781206|5184|9248|7552|-1492.92|-81.6336|6504
16789457|12352|7004.72|5072|-4251.01|-1378.69|-72.008
16813767|7808.01|8688|5930.52|1200|3204.37|5040
16831187|8704|7424|257.618|-7680|-6144|-768
16806807|5107.47|4699.02|8738.2|819.202|523.313|3713.61
16781048|4248|-1920|612.276|-2592.22|-7744|-275.491
16790748|3264|3008|8448|1984|1728|8448
16789458|0|-6474.65|896|-2944|-13312|-688
16796178|2176|3446.04|7035.9|-3712|-1026.91|6718.75
16802578|8704|7424|257.618|-7680|-6144|-768
16791329|4132.84|6336|6859.37|-426.383|576|5880.92
16790749|4864|7040|1132.87|-512|-540.84|-1530.82
16779659|5120|5026.15|6287.96|-384|-207.477|1613.44
16789459|2816|4832|615.998|-3488.01|-4768|-304
16779269|5376|4672|8768|64|1024|8384
16782869|6937.25|6208|416|-704|-607.766|-860.731
16795679|-1453.75|-146.39|768|-5760|-7177.59|-5913.4
16796179|3200|3664|7584|-3633.88|-883.195|6371.16
16779660|8053.59|4096|569.99|-1024|-5632|-768
16782870|2496|9920|785.024|-4520.6|301.355|-504
16795680|5757.27|3936|8304|-1543.11|-4864|256.298
16796180|6656|7964.91|7304.95|-282.731|640|6484.6
16807800|5809.62|2432|580.276|-2797.86|-912|-189.903
16779631|8957.68|4800|7480.15|-2944|-2238.85|6720
16795581|-1006.83|-1042.72|1536.61|-11288|-9600|42.4766
16808691|2695.24|7254.02|9698.24|1398.25|1280|6592
16823601|-178.625|2176.02|768|-9984|-6271.98|-624
16790992|-256|2176|385.192|-6528|-2043.06|-257.762
16779334|-250.963|3776|278.035|-6528|-3164.03|-1192
16789454|3301.84|18203|7559.46|-2368|-7712|-1516.83
16794254|2240|2750.07|8562.23|-1090.37|1184|7824.14
16817264|6816|6016|6287.96|-384|-912|3930.05
16781204|7488|1664|7904|-1408|-7552|6400
16803825|2560|2688|8162.33|1536|1408|8098.24
16789455|3871.67|-4224|768|-15680|-7233.98|-5824
16790455|-2688|-383.993|256|-4992|-2687.99|-959.178
16793265|2688|2688|7022.42|1408|1352.62|6941.13
16781205|4127.94|6478.83|7264.98|-2816|687.791|4576
11700|15520|93544|14368|14360.4|92056|13570.6
5557|15353|92924.6|14069.7|13834.8|91901.1|13708.8
