14900|1107.53|507.638|269.986|-411.936|-121.829|-128
98100|3685.06|3511.77|4130|426.422|164.342|2736.64
234000|21240|-12368|-1000.37|19232.6|-14608|-1665.12
98110|3264|6944|8836.4|-960|3488|8144
143910|20768|2688|7712|1920|-16000|-79
98120|3264|3200|10528|1216|1053.51|7456
107120|3676.95|-5824|256|592.217|-9136|-960
646920|2580.88|2648|8291.33|1903.37|1759.68|8054.89
98130|4704|5935.09|7264|-185.732|1635.25|6668.04
99630|6261.02|8837.87|5268.71|-1248|-960|2234.81
276030|2637.09|633.781|1784|-1393.4|-4053.19|49.2422
630430|3598.24|4863.61|7808|370.958|-586.208|6784
96440|3769.32|3749|5865.1|328.581|507|5088
99640|4299.47|3786.61|6512|66.0053|264|6038.89
107140|8448|1285.25|672|-3840|-7680|-1017.8
98150|4064|5056|7712|-1184|-1616|6703.18
148650|2959.06|2391.92|7825.73|1833.12|1649.95|7414.83
173450|3224.85|704.667|636.86|-9176.53|-8562.68|-10623
176350|1702.67|2472.95|7408.69|1071.38|1821.77|6597.85
184550|-492.001|-1111.66|180.72|-2775.15|-2429.71|-304.765
485450|2676.42|2669.86|2026.13|789.74|1425.68|-264.016
140860|3669.1|3512|3603.29|426.422|240|2612.2
247870|5111.5|6822.26|4868.57|-74.5339|416|3816
13780|192.002|14151.2|2203.8|-4448|7795.83|1248
111980|11360|-3096|328.936|-384|-10504|-2371.88
398780|2880|2688|7040|1856|1408|6880
412780|0.742542|229.211|35.2508|-485.08|-309.379|-80.0069
14890|1340.94|717.241|381.357|61.3552|-107.349|-141.547
99990|4177.85|768|237.285|-3328|-448|0
120490|1280|6615.56|852|-2820.15|1914.46|294.815
170190|2883.2|2144|8224.93|2244.6|1173.69|7768
14901|1966.44|482.95|508.753|962.63|-552|-315
86501|2290.06|2310.31|8243.96|1906.06|1790.31|7899.96
93601|3301.68|10176|826.104|-4063.01|-5696|-1404.1
150901|825.219|960|449.161|80.0192|239.105|249.021
234001|23121.9|-10112|-778.695|21637.5|-12653.7|-1681.33
270301|4099.95|6227.47|4386.78|-1769.92|-2016|3104
113811|3736|3712|7369.41|264|-2034.7|4592
318811|1024|64|776|-1691.4|-2816|-608
98121|5135.41|7680|7168|-242.734|820.322|5888
99421|4376|5776.07|4251.88|-5416|-1744|-4388.88
99621|3225.69|2696|13773.4|1851.58|1249.68|7713.16
107121|2672|-1632|1347.41|-6320|-16288|-279.906
123121|4352|3136|7685.61|2776|-384|5181.74
255921|19947.2|-12355.3|-1000.37|19594.9|-13136|-1567.6
603721|23153.8|-10090.6|-778.695|21737.1|-11880|-1545.35
98131|6041.92|5882.72|7705.46|742.655|800|6656
98141|3104|3312|7172.53|-608.003|1280|5439.83
99641|3976.89|4096|5431.19|-2048|-256|4192
107141|4512|1360|1056|-3328|-5520|-508.307
393441|131.052|380.753|472.201|-317.403|-187.609|-10.0924
618841|2816|2667.59|6912|1792|-519.294|6640
98151|4644.11|2245.28|7696|1520|-1590.84|6608
148651|2831.19|2423.51|7857.82|1704.88|1553.9|7448.06
176351|2898.97|2595.39|7065.57|1966.35|2020.51|6711.87
370651|310.337|1173.31|1840.18|-1792.33|-408.485|-456
140861|4096|3072|6977.43|256|405.041|6464
283161|-2808|8003.28|11426.9|-6368|-448|10459.9
367561|0.742542|206.834|72.5733|-344.952|-215.225|-124.376
200771|-399.939|926.579|608.459|-3584|-6572.97|-518.628
670071|3712|-384|7687.26|762.55|-3891.5|7168
798571|874.891|328.576|467.658|275.646|-95.9041|-98.0636
13781|-1120|8289.21|2206.51|-6240|1707.69|1043.86
87581|2066.52|2243.75|7239.75|2057.1|1815.84|7139.96
101581|6294|8960|6818.64|560|-4095.99|5035.71
144881|78.563|2304|928|-6765.82|-7820.22|-1873.52
335481|2432|2215.83|1982.58|2048|1865.62|1469.9
14891|452.695|323.563|167.396|-117.06|-94.4279|-104.676
120491|-2177.4|6448|1060.52|-4000|3473.69|-86.7266
150891|3286.51|3192|3429.75|1064.34|-641.89|2814.93
398791|-2494.22|5312|8231.18|-4416|2752|7542.8
819391|-137.633|2066.81|250.793|-1271.15|1186.78|-226.858
87802|5743.28|5728|607.778|-368|1632|-240
93602|9792|8823.79|1104.22|-515.591|-6892.86|-80.1497
201902|2922.92|2847.62|6840.54|872|1143.29|6448
550702|2047.64|2050.83|8063.61|2047.64|2050.83|8063.61
95212|2496.04|3836.6|56.512|-1635.93|-317.581|-527.391
97812|3456|3394.27|7302.58|-720|-4418.27|5808
98112|7021.3|7841.82|10272|1940.21|1920|9163.31
233812|-2624|864|2192|-4160|-160|2080
237112|6816.14|3584|6912|2723.76|660.112|5887.42
98122|5440|3268.33|6979.89|2112|1456|6672
99422|4112|4416.62|-64|-941.271|-3988.92|-999.467
107122|768|-4939.35|968|-2392|-6827.46|-175.046
172422|2496|-1395.04|8030.95|-3225.79|-7232|7659.43
211822|644.351|1002.89|241.124|-688|79.2513|-8.91122
250022|3392|2240|7302.95|998.669|-101.279|6528
98132|5959.66|11250.6|7197.16|2528|5452.12|6376.15
99632|4000|3141.24|7850.32|-607.988|465.269|7071.83
240632|5408|4096.01|6032|-512.939|930.562|5224
248132|2604.56|5943.81|5516.56|-2680|863.408|3776
408232|-85.5359|-295.932|143.262|-1309.04|-936.727|-288.52
98142|5901.07|4630.37|7264.89|-32|288|6550.06
99642|5376|7792|3221.53|-736.041|-128|2368
107142|1312.72|8879.99|4240|-19184|-7721.33|2896
122542|1088|34.195|232|-2088|-1800|0
458342|7963.13|3648|7163.4|-1941.89|-1254.75|5568
613242|2912|4672|7808|-3680|-677.332|7072
98152|11360|11200|9083.86|-12095.9|-6592|5595.86
135052|3206.85|1963.08|7001.36|1961.58|1115.75|6696.18
148652|2955.06|2382.21|7826.17|1831.23|1653.62|7235.15
164152|5632|1712|9232|-6048|-13440|6944
176352|2474.38|2507.63|7004.7|1934.69|1912.24|6715.17
347552|98.5667|353.025|193.861|-369.386|-126.791|-11.3754
825852|4182.87|1280|8281.82|682.622|-220.134|7669.72
140862|3769.32|3749|5665.7|328.581|507|5088
172862|22176|-9151.15|-1031.22|20785.9|-10654.6|-1962.49
262662|1621.78|2720.91|7856|931.406|2255.64|7602.75
367562|0.742542|212.695|72.5733|-344.435|-219.505|-80.0069
720462|21394|8018.05|372|7952|-9024|-1472
102572|209.926|307.484|262.472|-228.203|-310.834|-3.86815
798572|851.304|312.068|467.658|275.646|-106.913|-105.572
13782|-64|9856.22|2286.93|-6240|1797.03|1043.86
152282|1583.81|-928|1568|-640|-3937.68|159.66
158182|3232|272|8393.68|802.656|-2880|-4239.95
335482|2512|2488|2034.38|960.747|844.878|1403.61
431582|1280|1568|513.203|395.752|583.548|-32
14892|878.151|276.751|97.6686|268.643|-60.7273|-98.8147
150892|448|-1320|120|-1256|-2304|-128
98103|4221.6|7488|7333.17|-1136|2564.67|6603.35
17313|1680|5632|494.798|-4805.42|-7334.74|-890.934
99613|2232|-443.536|8480|-781.555|-3785.54|7647.65
145113|3852.99|6400|5204.72|-320|-384|3520
98123|6464|3974.55|7135.42|2540.69|1696|6560
99423|2091.44|6400|160|-4057.62|-3461.08|-1180.84
99623|2530.84|2560|8696|-6336|-3328|7648
107123|10304|10280|7966.83|-1588.46|-4544|6528
188623|2585.55|2542.05|6001.91|1631.8|1535.92|5593.95
189923|2582.03|2441.07|5776.73|1472.24|1582.78|-1753.34
193123|2023.44|1174.4|519.338|806.962|-1552.04|-82.1582
