16806686|3328|1115.41|1666.16|869.747|-12288|128
370651|-20.7518|-236.193|92.0834|-20.7518|-236.193|92.0834
283161|-3296|7488|10896|-6368|576|10512
16782277|3346.18|1035.99|9973.04|1108.56|-1305.55|7547.77
16792097|2320|2528|8376|579.445|1661.93|7640.6
16799497|2757.91|311.877|452.03|-128|-418.892|-128
16794648|2784|3088|8406.61|1240|1148.19|7360
613242|1950.11|3008|7373.51|1312|941.304|7103.36
16795058|3834.77|970.877|9973.04|1129.03|-1305.55|7547.77
16779268|2757.91|311.877|280.32|-128|-404.926|-128
150892|45.2119|-1436.59|-40.4993|-798.68|-1760.08|-128
16789029|2104.5|3440.43|7296|1484|2304|6911.85
16779539|6277.84|4672|2048|-1251.34|-3136|312.99
16818439|9646.93|9648|1936|-3573.31|2438.71|192
324833|-270.646|2559.89|336|-1555.53|-3968|-0.499992
16812559|4479.78|3019.52|4491.57|2347.34|1704|3611.51
16779269|4152.14|9434.62|8413.93|-1504.22|1920|6623.41
16790040|4540.81|742.122|3625.62|3640|-64|-32.0762
122544|508.906|2102.49|7607.71|508.906|2102.49|7607.71
16779270|5504|2127.86|4461.92|417.322|-90.7524|3781.21
16782480|3072|6912|11183.3|-952|16|10423.3
14894|1192.83|220.753|-67.5873|1192.83|220.753|-67.5873
212494|2101.85|686.032|469.422|1831.7|353.994|331.212
16806810|2884.21|2434.95|3217.14|-543.999|-2612.61|1153.71
16792931|2158.66|3032.02|9184|-2208|-424.134|7351.71
133025|3550.39|3892.29|4922.81|1696|671.151|4768
16803661|540.854|880.141|256|-907.061|-194.163|-2394.09
831455|255.999|-103.965|0|255.999|-103.965|0
16779271|10373.9|15561.1|7328|-288|-20128|2855.71
16788781|2066.04|3440|7296|896|2449.04|6911.8
16794922|4000|16512|6928|-2593.89|327.225|5806.19
16803622|2047.64|2050.83|8063.61|2047.64|2050.83|8063.61
99616|3169.9|626.811|8218.59|2176.06|-525.963|7962.99
16792932|5833.03|1501.67|8669.18|0|-3328|7542.47
133026|2560|3684.33|2464|-256|458.783|1888
16779272|21623.1|7011.44|7984.6|-1057.99|96.985|5416.43
99617|4613.36|1024|8206.59|0|-3200|7906.74
106427|-1594.55|4737.83|860.22|-2072.85|4418.75|767.882
176047|-580.127|1276.9|532.132|-580.127|1276.9|532.132
16781763|6208|2927.84|5091.4|-55.8854|-879.665|4160
16779273|2224|2288|6792|1808|1864|6656
478898|3774.45|-5625.51|1703.5|1546.42|-8568|255.401
486819|5154.33|416|3713.5|-96|-1504|0
16790945|4146.45|4224|11904|-512|-1010.43|10100
16791355|2432|2561.59|7232|1378.03|1536|7168
16815555|4608|4480.32|7320|2723.76|1536|5886.15
16799065|2757.91|311.877|801.976|-128|-467.44|-128
86359|1024|11673|592|-3006.38|7597.05|-1008
16796795|896|1792|226.367|-2304|-896|-639.885
11700|79852.8|117637|18710.5|-122824|-80915|0
5514|53475.6|97600.4|14067.4|53295.5|96635.3|13825.8
5515|53215.1|98139.9|14639.5|50078.7|96551.1|13789.4
5482|52042.4|100228|14843.3|50394.8|98832.4|14404.7
3551|5793.55|-72063.1|12132.3|5793.55|-72063.1|12132.3
3359|32015.4|-48693|11566.1|31775|-48784.7|11448.2
3507|57808|-65683.4|10768|57529.5|-65920|10464
3508|57200|0|12154|0|-68465.5|0
3606|33659.8|-78982.5|11277|33155.4|-79389.7|11159.6
3327|33176.4|-44646.1|11305.8|32930.7|-44803.2|11156.4
3357|38202.8|-48051.8|10874.2|37126.5|-48798.4|10825
3358|35397.8|-45139.5|11220.3|33071|-47514.1|10774.5
3387|41858.7|-53055.8|10754.9|41857.1|-53066.4|10701.9
3388|40554.1|-49841.5|12168.6|37054.9|-53053.4|10908.9
3389|36842.2|-49229|12591.2|32877.4|-53183.3|11224.5
3416|51139.1|-56524.7|11004.2|51139.1|-56524.7|11004.2
3419|40253.3|-53428.1|12591.2|37807.1|-56941.1|11322.6
3420|36207.3|-53264.1|12412.7|34854.4|-54569.1|10867.8
3447|52375.2|-57473.1|11043.4|51029.2|-59930.9|10873.2
3449|43512.6|-57625.5|11311.6|41913.6|-60123.5|11156.5
3450|40175.3|-57713.5|12591.2|37549.8|-60763|11276.5
3451|35718.4|-61224.7|10011|35718.4|-61224.7|10011
3475|64245.4|-63974.7|11280.4|63322.4|-64196.8|11009.8
3476|60806.9|-65312|10763|57358.5|-65504|10512
3477|57168|-62984.4|10848|53279.7|-65536|10320
3478|51878.3|-61627.4|10848.4|51878.3|-61627.4|10848.4
3481|39119.2|-63314.1|12624.9|38326.3|-64808.2|10969
3503|77476.1|0|11481.7|0|-69161|0
4826|-112425|117504|17692.5|-114112|116037|16959.5
4164|-65909.4|5300.07|13844.5|-65909.4|5300.07|13844.5
4131|-43421.5|11761|12832.4|-44092.3|11399.3|12635.4
5201|-13426.2|31310.8|12082.3|-13426.2|31310.8|12082.3
5102|-17868.2|65051.3|12845.3|-19125.5|62610.2|12332.9
5118|-18104.1|60912.4|13093.8|-18646.2|59917.6|12672.7
5192|-12997.1|33458.3|12830.2|-12997.1|33458.3|12830.2
4940|0|97231.3|15892.7|-28522.8|0|0
4941|-30521.9|96523|15182.7|-30785.8|96291|15179.7
46207|-116159|-72229.8|18038.9|-118546|-73348.9|17938.7
46208|-118956|-72608|18788.3|-122870|-73718.1|17959.2
46209|0|0|19178.1|-123524|-73107.9|0
46213|0|0|18382.6|-122692|-75715.9|0
46214|-123017|-73870.9|19412.9|-124693|-75524.2|18176
46194|-123519|-60720|18864|-124368|-60841.4|18678.5
46198|-121528|-61888|19168|-122873|-62896|17919.9
46199|-122912|-61797.4|19712.6|-125060|-64112|18192
4236|-73418.5|-1471.76|14685.1|-73418.5|-1471.76|14685.1
4249|-33598.8|-5138.73|12578.6|-34034.7|-6241.18|12344.1
4250|-37806.2|-6803.4|14302.2|-40047.6|-8129.09|13584.5
4251|-40981.4|-6560.38|14412.8|-43213.9|-7831.66|14393.6
4253|-51586.4|-7387.11|14406.6|-51677.7|-7505.76|14386.7
4271|-33406.6|-9255.63|14016.7|-36137.7|-10828.4|13336.8
4272|-37844.4|-8766.62|14447.1|-40822.1|-11788.5|14214.6
4273|0|0|14844.7|-44206.2|-12213.5|0
4274|-45489.7|-8470.62|14416|-46932.4|-11867.9|14362.4
4296|-43346.6|-12298.8|14494.7|-44662.7|-15780|14404
4297|-46884|-14738.3|14160.2|-47867.8|-16148.7|14084.5
4298|-51985.4|-13457.2|13765|-52419.4|-15511.1|13439.7
4319|-40969.4|-16601.1|14413.5|-44399.8|-19502.4|14218.1
4320|-48643.5|-18733.2|14189.7|-48698.3|-19281.9|14179.7
4321|-49407.6|-17394.8|13960.8|-49691.5|-17777.1|13903.2
4323|-57659.8|-17324.7|13495.7|-59269.9|-18854|13409.2
4332|-2491.19|-20559.5|13648|-2686.3|-21441.5|12925.1
4675|-4417.92|-13369.4|12448.9|-5994.62|-14521.3|12114.2
4676|-4062.53|-13630.3|12221.6|-4062.53|-13630.3|12221.6
2710|-1789.09|-22434.9|13243.6|-4403.27|-28101.6|12717.9
86360|38248.7|-50479.7|220.545|35990.3|-53626.6|4.45209
16828728|0|0|32|0|0|32
223975|38733.8|-50496.8|42.6813|37444.7|-51457.7|0.0309601
223977|36195.1|-50921.1|601.934|34573.7|-52970.7|-3.0883
223978|35894.2|-53669.6|460.702|34332.7|-55304.8|14.0855
107118|61264|-18167.2|11771.2|59380.6|-18787.4|11568
116292|59917.4|-18570|11712.8|59582.6|-19026.2|11600
119658|61874|-18973.6|11584.3|61874|-18973.6|11584.3
113809|99384.3|-38139.6|12585.9|98495.1|-38852.3|12339.2
198276|99496.7|-38234.7|12608|98585.2|-39216|12335
113806|57276.6|-41888|12526.4|55168|-43448.8|12189.1
129490|58119|-39951.8|12273.1|58119|-39951.8|12273.1
129570|57863|-44176.8|12464.2|57863|-44176.8|12464.2
143109|57207|-42808.7|12568|55567.8|-43448.8|12437.5
129201|68612.7|-32925.2|12460|68325.3|-32932.2|12426
107147|83009.8|-24608|12870.9|59346.4|-35833.7|11614.7
192038|63355.8|0|12554.1|0|-27482.8|0
16781420|5802.9|15553.8|15768.5|-24634.8|-20502.7|11632
16779534|7776|8176|13616|4192|4134.34|12261.7
16779535|7099.94|4025.18|13632|4128|84.3728|12272
16779536|4048|8188.37|14522.4|32|4171.83|12288
16779537|4064|4032|14160.2|122.21|48|12251
16779755|19270.2|24467|12721.5|16566.4|20490.3|12472.3
16779756|17899.3|20026.2|12597.4|16824.5|17333.8|12289.4
16779757|16291.5|23504|13188|14032|20527.3|12336
16779758|16128|20030.4|13188|15211.1|16626.6|12272
16779759|16023.3|15296.1|12388.2|12304|12864|12306.4
16779760|12528|3328|12320|12528|3328|12320
